text1	labels
Lazarus Group malware also uses a unique form of communication encryption known as FakeTLS that mimics TLS but uses a different encryption method, potentially evading SSL traffic inspection/decryption.	['T1001.003']
Okrum mimics HTTP protocol for C2 communication, while hiding the actual messages in the Cookie and Set-Cookie headers of the HTTP requests.	['T1001.003']
SUNBURST masqueraded its network traffic as the Orion Improvement Program (OIP) protocol.	['T1001.003']
TAINTEDSCRIBE has used FakeTLS for session authentication.	['T1001.003']
APT28 regularly deploys both publicly available (ex: Mimikatz) and custom password retrieval tools on victims.	['T1003']
APT32 used GetPassword_x64 to harvest credentials.	['T1003']
APT39 has used different versions of Mimikatz to obtain credentials.	['T1003']
Carbanak obtains Windows logon password details.	['T1003']
Dragonfly dropped and executed SecretsDump, a tool that dumps password hashes.	['T1003']
Frankenstein has harvested credentials from the victim's machine using Empire.	['T1003']
KONNI can steal profiles (containing credential information) from Firefox, Chrome, and Opera.	['T1003', 'T1555.003']
Leviathan has used publicly available tools to dump password hashes, including HOMEFRY.	['T1003']
OnionDuke steals credentials from its victims.	['T1003']
PinchDuke steals credentials from compromised hosts. PinchDuke's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by PinchDuke include ones associated many sources such as WinInet Credential Cache, and Lightweight Directory Access Protocol (LDAP).	['T1003']
Poseidon Group conducts credential dumping on victims, with a focus on obtaining credentials belonging to domain and database servers.	['T1003']
Revenge RAT has a plugin for credential harvesting.	['T1003']
Sowbug has used credential dumping tools.	['T1003']
Suckfly used a signed credential-dumping tool to obtain victim account credentials.	['T1003']
APT32 used Mimikatz and customized versions of Windows Credential Dumper to harvest credentials.	['T1003.001']
APT39 has used Mimikatz, Windows Credential Editor and ProcDump to dump credentials.	['T1003.001']
APT41 has used hashdump, Mimikatz, and the Windows Credential Editor to dump password hashes from memory and authenticate to other user accounts.	['T1003.001']
Aquatic Panda has attempted to harvest credentials through LSASS memory dumping.	['T1003.001']
BRONZE BUTLER has used various tools (such as Mimikatz and WCE) to perform credential dumping.	['T1003.001']
Blue Mockingbird has used Mimikatz to retrieve credentials from LSASS memory.	['T1003.001']
Cleaver has been known to dump credentials using Mimikatz and Windows Credential Editor.	['T1003.001']
Cobalt Strike can spawn a job to inject into LSASS memory and dump password hashes.	['T1003.001']
CozyCar has executed Mimikatz to harvest stored credentials from the victim and further victim penetration.	['T1003.001']
Daserf leverages Mimikatz and Windows Credential Editor to steal credentials.	['T1003.001']
During Operation Wocao, threat actors used ProcDump to dump credentials from memory.	['T1003.001']
Earth Lusca has used ProcDump to obtain the hashes of credentials by dumping the memory of the LSASS process.	['T1003.001']
Emotet has been observed dropping password grabber modules including Mimikatz.	['T1003.001']
FIN8 harvests credentials using Invoke-Mimikatz or Windows Credentials Editor (WCE).	['T1003.001']
GALLIUM used a modified version of Mimikatz along with a PowerShell-based Mimikatz to dump credentials on the victim machines.	['T1003.001']
GreyEnergy has a module for Mimikatz to collect Windows credentials from the victim’s machine.	['T1003.001']
"HAFNIUM has used ""procdump"" to dump the LSASS process memory."	['T1003.001']
Kimsuky has gathered credentials using Mimikatz and ProcDump.	['T1003.001']
LaZagne can perform credential dumping from memory to obtain account and password information.	['T1003.001']
Leafminer used several tools for retrieving login and password information, including LaZagne and Mimikatz.	['T1003.001']
Lizar can run Mimikatz to harvest credentials.	['T1003.001']
Magic Hound has stolen domain credentials by dumping LSASS process memory with comsvcs.dll and from a Microsoft Active Directory Domain Controller using Mimikatz.	['T1003.001']
Mimikatz performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the LSASS Memory.	['T1003.001']
OilRig has used credential dumping tools such as Mimikatz to steal credentials to accounts logged into the compromised system and to Outlook Web Access.	['T1003.001']
Okrum was seen using MimikatzLite to perform credential dumping.	['T1003.001']
Operation Wocao has used ProcDump to dump credentials from memory.	['T1003.001']
PLATINUM has used keyloggers that are also capable of dumping credentials.	['T1003.001']
PoetRAT used voStro.exe, a compiled pypykatz (Python version of Mimikatz), to steal credentials.	['T1003.001']
PoshC2 contains an implementation of Mimikatz to gather credentials from memory.	['T1003.001']
PowerSploit contains a collection of Exfiltration modules that can harvest credentials using Mimikatz.	['T1003.001']
Pupy can execute Lazagne as well as Mimikatz using PowerShell.	['T1003.001']
Pysa can perform OS credential dumping using Mimikatz.	['T1003.001']
SILENTTRINITY can create a memory dump of LSASS via the `MiniDumpWriteDump Win32` API call.	['T1003.001']
Sandworm Team's plainpwd tool is a modified version of Mimikatz and dumps Windows credentials from system memory.	['T1003.001']
SecretsDump and Mimikatz modules within Impacket can perform credential dumping to obtain account and password information.	['T1003.001', 'T1003.002', 'T1003.004']
Silence has used the Farse6.1 utility (based on Mimikatz) to extract credentials from lsass.exe.	['T1003.001']
Stolen Pencil gathers credentials using Mimikatz and Procdump.	['T1003.001']
TEMP.Veles has used Mimikatz and a custom tool, SecHack, to harvest credentials.	['T1003.001']
Whitefly has used Mimikatz to obtain credentials.	['T1003.001']
Windows Credential Editor can dump credentials.	['T1003.001']
Cobalt Strike can recover hashed passwords.	['T1003.002']
Dragonfly has dropped and executed SecretsDump to dump password hashes.	['T1003.002', 'T1003.004']
During Night Dragon, threat actors dumped account hashes using gsecdump.	['T1003.002']
During Operation CuckooBees, the threat actors leveraged a custom tool to dump OS credentials and used following commands: `reg save HKLM\\SYSTEM system.hiv`, `reg save HKLM\\SAM sam.hiv`, and `reg save HKLM\\SECURITY security.hiv`, to dump SAM, SYSTEM and SECURITY hives.	['T1003.002']
Fgdump can dump Windows password hashes.	['T1003.002']
HOPLIGHT has the capability to harvest credentials and passwords from the SAM database.	['T1003.002']
Ke3chang has dumped credentials, including by using gsecdump.	['T1003.002', 'T1003.004']
Koadic can gather hashed passwords by dumping SAM/SECURITY hive.	['T1003.002']
Mimikatz performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the SAM table.	['T1003.002']
Mivast has the capability to gather NTLM password information.	['T1003.002']
Night Dragon has dumped account hashes with Carbanak and cracked them with Cain & Abel.	['T1003.002']
POWERTON has the ability to dump password hashes.	['T1003.002']
Remsec can dump the SAM database.	['T1003.002']
Threat Group-3390 actors have used gsecdump to dump credentials. They have also dumped credentials from domain controllers.	['T1003.002', 'T1003.004']
Wizard Spider has acquired credentials from the SAM/SECURITY registry hives.	['T1003.002']
gsecdump can dump Windows password hashes from the SAM.	['T1003.002']
CrackMapExec can dump hashed passwords associated with Active Directory using Windows' Directory Replication Services API (DRSUAPI), or Volume Shadow Copy.	['T1003.003']
HAFNIUM has stolen copies of the Active Directory database (NTDS.DIT).	['T1003.003']
Ke3chang has used NTDSDump and other password dumping tools to gather credentials.	['T1003.003']
Koadic can gather hashed passwords by gathering domain controller hashes from NTDS.	['T1003.003']
LAPSUS$ has used Windows built-in tool `ntdsutil` to extract the Active Directory (AD) database.	['T1003.003']
"Mustang Panda has used vssadmin to create a volume shadow copy and retrieve the NTDS.dit file. Mustang Panda has also used ""reg save"" on the SYSTEM file Registry location to help extract the NTDS.dit file."	['T1003.003']
SecretsDump and Mimikatz modules within Impacket can perform credential dumping to obtain account and password information from NTDS.dit.	['T1003.003']
Wizard Spider has gained access to credentials via exported copies of the ntds.dit Active Directory database.	['T1003.003']
esentutl can use Volume Shadow Copy to copy locked files such as ntds.dit.	['T1003.003']
menuPass has used Ntdsutil to dump credentials.	['T1003.003']
AADInternals can dump secrets from the Local Security Authority.	['T1003.004']
APT33 has used a variety of publicly available tools like LaZagne to gather credentials.	['T1003.004', 'T1003.005', 'T1552.001', 'T1555', 'T1555.003']
CosmicDuke collects LSA secrets.	['T1003.004']
CrackMapExec can dump hashed passwords from LSA secrets for the targeted system.	['T1003.004']
IceApple's Credential Dumper module can dump LSA secrets from registry keys, including: `HKLM\SECURITY\Policy\PolEKList\default`, `HKLM\SECURITY\Policy\Secrets\*\CurrVal`, and `HKLM\SECURITY\Policy\Secrets\*\OldVal`.	['T1003.004']
Leafminer used several tools for retrieving login and password information, including LaZagne.	['T1003.004', 'T1003.005', 'T1552.001', 'T1555', 'T1555.003']
MuddyWater has performed credential dumping with LaZagne.	['T1003.004', 'T1003.005']
OilRig has used credential dumping tools such as LaZagne to steal credentials to accounts logged into the compromised system and to Outlook Web Access.	['T1003.004', 'T1003.005', 'T1552.001', 'T1555']
Cachedump can extract cached password hashes from cache entry information.	['T1003.005']
LaZagne can perform credential dumping from MSCache to obtain account and password information.	['T1003.005']
Okrum was seen using modified Quarks PwDump to perform credential dumping.	['T1003.005']
APT29 leveraged privileged accounts to replicate directory service data with domain controllers.	['T1003.006']
"Earth Lusca has used a ""DCSync"" command with Mimikatz to retrieve credentials from an exploited controller."	['T1003.006']
LAPSUS$ has used DCSync attacks to gather credentials for privilege escalation routines.	['T1003.006']
Mimikatz performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from DCSync/NetSync.	['T1003.006']
Operation Wocao has used Mimikatz's DCSync to dump credentials from the memory of the targeted system.	['T1003.006']
UNC2452 leveraged privileged accounts to replicate directory service data with domain controllers.	['T1003.006']
LaZagne can obtain credential information running Linux processes.	['T1003.007']
MimiPenguin can dump process memory and extract clear-text credentials.	['T1003.007']
LaZagne can obtain credential information from /etc/shadow using the shadow.py module.	['T1003.008']
APT28 has retrieved internal documents from machines inside victim environments, including by using Forfiles to stage documents before exfiltration.	['T1005']
APT29 has extracted files from compromised networks.	['T1005']
APT3 will identify Microsoft Office documents on the victim's computer.	['T1005']
APT37 has collected data from victims' local systems.	['T1005']
APT39 has used various tools to steal files from the compromised host.	['T1005']
Action RAT can collect local data from an infected machine.	['T1005']
AppleSeed can collect data on a compromised host.	['T1005']
AuTo Stealer can collect data such as PowerPoint files, Word documents, Excel files, PDF files, text files, database files, and image files from an infected machine.	['T1005']
Axiom has collected data from a compromised network.	['T1005']
BRONZE BUTLER has exfiltrated files stolen from local systems.	['T1005']
BadPatch collects files from the local system that have the following extensions, then prepares them for exfiltration: .xls, .xlsx, .pdf, .mdb, .rar, .zip, .doc, .docx.	['T1005']
Bandook can collect local files from the system .	['T1005']
Bankshot collects files from the local system.	['T1005']
Bazar can retrieve information from the infected machine.	['T1005']
Bumblebee can capture and compress stolen credentials from the Registry and volume shadow copies.	['T1005']
Calisto can collect data from user directories.	['T1005']
Caterpillar WebShell has a module to collect information from the local database.	['T1005']
China Chopper's server component can upload local files.	['T1005']
Chrommme can collect data from a local system.	['T1005']
Clambling can collect information from a compromised host.	['T1005']
Cobalt Strike can collect data from a local system.	['T1005']
CookieMiner has retrieved iPhone text messages from iTunes phone backup files.	['T1005']
CosmicDuke steals user files from local hard drives with file extensions that match a predefined list.	['T1005']
Crutch can exfiltrate files from compromised systems.	['T1005']
Cyclops Blink can upload files from a compromised host.	['T1005']
DRATzarus can collect information from a compromised host.	['T1005']
DnsSystem can upload files from infected machines after receiving a command with `uploaddd` in the string.	['T1005']
Dragonfly 2.0 collected data from local victim systems.	['T1005']
Dtrack can collect a variety of information from victim machines.	['T1005']
During C0015, the threat actors obtained files and data from the compromised network.	['T1005']
During Frankenstein, the threat actors used Empire to gather various local system information.	['T1005']
During Night Dragon, the threat actors collected files and other data from compromised systems.	['T1005']
During Operation CuckooBees, the threat actors collected data, files, and other information from compromised networks.	['T1005']
During Operation Honeybee, the threat actors collected data from compromised hosts.	['T1005']
Dust Storm has used Android backdoors capable of exfiltrating specific files directly from the infected devices.	['T1005']
FIN7 has collected files and other sensitive information from a compromised network.	['T1005']
FLASHFLOOD searches for interesting files (either a default or customized set of file extensions) on the local system. FLASHFLOOD will scan the My Recent Documents, Desktop, Temporary Internet Files, and TEMP directories. FLASHFLOOD also collects information stored in the Windows Address Book.	['T1005']
FlawedAmmyy has collected information and files from a compromised machine.	['T1005']
Forfiles can be used to act on (ex: copy, move, etc.) files/directories in a system during (ex: copy files into a staging area before).	['T1005']
FrameworkPOS can collect elements related to credit card data from process memory.	['T1005']
Frankenstein has enumerated hosts via Empire, gathering various local system information.	['T1005']
FunnyDream can upload files from victims' machines.	['T1005']
Gamaredon Group has collected files from infected systems and uploaded them to a C2 server.	['T1005']
Goopy has the ability to exfiltrate documents from infected systems.	['T1005']
GravityRAT steals files with the following extensions: .docx, .doc, .pptx, .ppt, .xlsx, .xls, .rtf, and .pdf.	['T1005']
Green Lambert can collect data from a compromised host.	['T1005']
GrimAgent can collect data and files from a compromised host.	['T1005']
IceApple can collect files, passwords, and other data from a compromised host.	['T1005']
InvisiMole can collect data from the system, and can monitor changes in specified directories.	['T1005']
Ixeshe can collect data from a local system.	['T1005']
KGH_SPY can send a file containing victim system information to C2.	['T1005']
KONNI has stored collected information and discovered processes in a tmp file.	['T1005']
Kazuar uploads files from a specified directory to the C2 server.	['T1005']
Ke3chang gathered information and files from local directories for exfiltration.	['T1005']
Kevin can upload logs and other data from a compromised host.	['T1005']
Koadic can download files off the target system to send back to the server.	['T1005']
Lazarus Group has collected data and files from compromised networks.	['T1005']
LightNeuron can collect files from a local system.	['T1005']
Linfo creates a backdoor through which remote attackers can obtain data from local systems.	['T1005']
MCMD has the ability to upload files from an infected device.	['T1005']
MacMa can collect then exfiltrate files from the compromised system.	['T1005']
Machete searches the File system for files of interest.	['T1005']
Magic Hound has used a web shell to exfiltrate a ZIP file containing a dump of LSASS memory on a compromised machine.	['T1005']
Milan can upload files from a compromised host.	['T1005']
Misdat has collected files and data from a compromised host.	['T1005']
Nebulae has the capability to upload collected files to C2.	['T1005']
Neoichor can upload files from a victim's machine.	['T1005']
Operation Wocao has exfiltrated files and directories of interest from the targeted system.	['T1005']
Out1 can copy files and Registry data from compromised hosts.	['T1005']
P.A.S. Webshell has the ability to copy files on a compromised host.	['T1005']
PUNCHTRACK scrapes memory for properly formatted payment card data.	['T1005']
Patchwork collected and exfiltrated files from the infected system.	['T1005']
Pillowmint has collected credit card data using native API functions.	['T1005']
PingPull can collect data from a compromised host.	['T1005']
PoisonIvy creates a backdoor through which remote attackers can steal system information.	['T1005']
PowerLess has the ability to exfiltrate data, including Chrome and Edge browser database files, from compromised machines.	['T1005']
PowerSploit contains a collection of Exfiltration modules that can access data from local files, volumes, and processes.	['T1005']
Proxysvc searches the local system and gathers data.	['T1005']
QuietSieve can collect files from a compromised host.	['T1005']
RainyDay can use a file exfiltration tool to collect recently changed files on a compromised host.	['T1005']
"Ramsay can collect Microsoft Word documents from the target's file system, as well as "".txt"", "".doc"", and "".xls"" files from the Internet Explorer cache."	['T1005']
RawPOS dumps memory from specific processes on a victim system, parses the dumped files, and scrapes them for credit card data.	['T1005']
SDBbot has the ability to access the file system on a compromised host.	['T1005']
SLOTHFULMEDIA has uploaded files and information from victim machines.	['T1005']
STARWHALE can collect data from an infected local host.	['T1005']
SUNBURST collected information from a compromised host.	['T1005']
Saint Bot can collect files and information from a compromised host.	['T1005']
Sandworm Team has exfiltrated internal documents, files, and other data from compromised hosts.	['T1005']
Shark can upload files to its C2.	['T1005']
ShimRat has the capability to upload collected files to a C2.	['T1005']
SideTwist has the ability to upload files from a compromised host.	['T1005']
SombRAT has collected data and files from a compromised host.	['T1005']
Stealth Falcon malware gathers data from the local victim system.	['T1005']
StrifeWater can collect data from a compromised host.	['T1005']
Taidoor can upload data and files from a victim's machine.	['T1005']
TajMahal has the ability to steal documents from the local system including the print spooler queue.	['T1005']
Threat Group-3390 ran a command to compile an archive of file types of interest from the victim user's directories.	['T1005', 'T1119']
Tomiris has the ability to collect recent files matching a hardcoded list of extensions prior to exfiltration.	['T1005']
Ursnif has collected files from victim machines, including certificates and cookies.	['T1005']
WellMail can exfiltrate files from the victim machine.	['T1005']
WellMess can send files from the victim machine to C2.	['T1005']
Windigo has used a script to gather credentials in files left on disk by OpenSSH backdoors.	['T1005']
XCSSET collects contacts and application data from files in Desktop, Documents, Downloads, Dropbox, and WeChat folders.	['T1005']
Zox has the ability to upload files from a targeted system.	['T1005']
ZxShell can transfer files from a compromised host.	['T1005']
ZxxZ can collect data from a compromised host.	['T1005']
ccf32 can collect files from a compromised host.	['T1005']
creates a backdoor through which remote attackers can steal system information.	['T1005', 'T1005']
esentutl can be used to collect data from local file systems.	['T1005']
menuPass has collected various files from the compromised computers.	['T1005']
njRAT can collect data from a local system.	['T1005']
xCaon has uploaded files from victims' machines.	['T1005']
yty collects files with the following extensions: .ppt, .pptx, .pdf, .doc, .docx, .xls, .xlsx, .docm, .rtf, .inp, .xlsm, .csv, .odt, .pps, .vcf and sends them back to the C2 server.	['T1005']
After compromising a victim, Poseidon Group discovers all running services.	['T1007']
Aquatic Panda has attempted to discover services for third party EDR products.	['T1007']
BBSRAT can query service configuration information.	['T1007']
BRONZE BUTLER has used TROJ_GETVERSION to discover system services.	['T1007']
Babuk can enumerate all services running on a compromised host.	['T1007']
BitPaymer can enumerate existing Windows services on the host that are configured to run as LocalSystem.	['T1007']
Caterpillar WebShell can obtain a list of the services from a system.	['T1007']
"Chimera has used ""net start"" and ""net use"" for system service discovery."	['T1007']
Cobalt Strike can enumerate services on compromised hosts.	['T1007']
"Comnie runs the command: ""net start >> %TEMP%\info.dat"" on a victim."	['T1007']
"Cuba can query service status using ""QueryServiceStatusEx"" function."	['T1007']
During Operation CuckooBees, the threat actors used the `net start` command as part of their initial reconnaissance.	['T1007']
During Operation Wocao, threat actors used the `tasklist` command to search for one of its backdoors.	['T1007']
Earth Lusca has used Tasklist to obtain information from a compromised host.	['T1007', 'T1057']
"Emissary has the capability to execute the command ""net start"" to interact with services."	['T1007']
GravityRAT has a feature to list the available services on the system.	['T1007']
GreyEnergy enumerates all Windows services.	['T1007']
Heyoka Backdoor can check if it is running as a service on a compromised host.	['T1007']
HotCroissant has the ability to retrieve a list of services on the infected host.	['T1007']
Hydraq creates a backdoor through which remote attackers can monitor services.	['T1007']
JPIN can list running services.	['T1007']
"Ke3chang performs service discovery using ""net start"" commands."	['T1007']
Kimsuky has used an instrumentor script to gather the names of all services running on a victim's system.	['T1007']
"Kwampirs collects a list of running services with the command ""tasklist /svc""."	['T1007']
LookBack can enumerate services on the victim machine.	['T1007']
"OilRig has used ""sc query"" on a victim to gather information about services."	['T1007']
"Operation Wocao has used the ""tasklist"" command to search for one of its backdoors."	['T1007']
"RATANKBA uses ""tasklist /svc"" to display running tasks."	['T1007']
REvil can enumerate active services.	['T1007']
SILENTTRINITY can search for modifiable services that could be used for privilege escalation.	['T1007']
SLOTHFULMEDIA has the capability to enumerate services.	['T1007']
SynAck enumerates all running services.	['T1007']
"The ""net start"" command can be used in Net to find information about Windows services."	['T1007']
TrickBot collects a list of install programs and services on the system’s machine.	['T1007']
"Turla surveys a system upon check-in to discover running services and associated processes using the ""tasklist /svc"" command."	['T1007']
Ursnif has gathered information about running services.	['T1007']
Volgmer queries the system to identify existing services.	['T1007']
WINERACK can enumerate services.	['T1007']
ZLib has the ability to discover and manipulate Windows services.	['T1007']
ZxShell can check the services on the system.	['T1007']
"admin@338 actors used the following command following exploitation of a machine with LOWBALL malware to obtain information about services: ""net start >> %temp%\download"""	['T1007']
jRAT can list local services.	['T1007']
APT41 used the Steam community page as a fallback mechanism for C2.	['T1008']
Anchor can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.	['T1008']
AppleSeed can use a second channel for C2 when the primary channel is in upload mode.	['T1008']
BISCUIT malware contains a secondary fallback command and control server that is contacted after the primary command and control server.	['T1008']
BlackEnergy has the capability to communicate over a backup channel via plus.google.com.	['T1008']
Bumblebee can use backup C2 servers if the primary server fails.	['T1008']
CHOPSTICK can switch to a new C2 channel if the current one is broken.	['T1008']
Carbanak’s Harpy backdoor malware can use DNS as a backup channel for C2 if HTTP fails.	['T1008']
Cardinal RAT can communicate over multiple C2 host and port combinations.	['T1008']
CharmPower can change its C2 channel once every 360 loops by retrieving a new domain from the actors’ S3 bucket.	['T1008']
Crutch has used a hardcoded GitHub repository as a fallback channel.	['T1008']
During Night Dragon, threat actors used company extranet servers as secondary C2 servers.	['T1008']
DustySky has two hard-coded domains for C2 servers; if the first does not respond, it will try the second.	['T1008']
Ebury has implemented a fallback mechanism to begin using a DGA when the attacker hasn't connected to the infected system for three days.	['T1008']
Exaramel for Linux can attempt to find a new C2 server if it receives an error.	['T1008']
FatDuke has used several C2 servers per targeted organization.	['T1008']
Gelsemium can use multiple domains and protocols in C2.	['T1008']
HOPLIGHT has multiple C2 channels in place in case one fails.	['T1008']
InvisiMole has been configured with several servers available for alternate C2 communications.	['T1008']
Kazuar can accept multiple URLs for C2 servers.	['T1008']
Kevin can assign hard-coded fallback domains for C2.	['T1008']
Kwampirs uses a large list of C2 servers that it cycles through until a successful connection is established.	['T1008']
Linfo creates a backdoor through which remote attackers can change C2 servers.	['T1008']
Machete has sent data over HTTP if FTP failed, and has also used a fallback server.	['T1008']
MiniDuke uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working.	['T1008']
Mis-Type first attempts to use a Base64-encoded network protocol over a raw TCP socket for C2, and if that method fails, falls back to a secondary HTTP-based protocol to communicate to an alternate C2 server.	['T1008']
NETEAGLE will attempt to detect if the infected host is configured to a proxy. If so, NETEAGLE will send beacons via an HTTP POST request; otherwise it will send beacons via UDP/6000.	['T1008']
PipeMon can switch to an alternate C2 domain when a particular date has been reached.	['T1008']
QUADAGENT uses multiple protocols (HTTPS, HTTP, DNS) for its C2 server as fallback channels if communication with one is unsuccessful.	['T1008']
RDAT has used HTTP if DNS C2 communications were not functioning.	['T1008']
RainyDay has the ability to switch between TCP and HTTP for C2 if one method is not working.	['T1008']
S-Type primarily uses port 80 for C2, but falls back to ports 443 or 8080 if initial communication fails.	['T1008']
Shark can update its configuration to use a different C2 server.	['T1008']
SideTwist has primarily used port 443 for C2 but can use port 80 as a fallback.	['T1008']
SslMM has a hard-coded primary and backup C2 string.	['T1008']
TAINTEDSCRIBE can randomly pick one of five hard-coded IP addresses for C2 communication; if one of the IP fails, it will wait 60 seconds and then try another IP address.	['T1008']
The C2 server used by XTunnel provides a port number to the victim to use as a fallback in case the connection closes on the currently used port.	['T1008']
TinyTurla can go through a list of C2 server IPs and will try to register with each until one responds.	['T1008']
TrickBot can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.	['T1008']
Valak can communicate over multiple C2 hosts.	['T1008']
Aria-body has the ability to identify the titles of running windows on a compromised host.	['T1010']
Attor can obtain application window titles and then determines which windows to perform Screen Capture on.	['T1010']
Cadelspy has the ability to identify open windows on the compromised host.	['T1010']
Catchamas obtains application windows titles and then determines which windows to perform Screen Capture on.	['T1010']
DarkWatchman reports window names along with keylogger information to provide application context.	['T1010']
Flagpro can check the name of the window displayed on the system.	['T1010']
FunnyDream has the ability to discover application windows via execution of `EnumWindows`.	['T1010']
Grandoreiro can identify installed security tools based on window names.	['T1010']
HotCroissant has the ability to list the names of all open windows on the infected host.	['T1010']
InvisiMole can enumerate windows and child windows on a compromised host.	['T1010']
Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process. The KilaAlfa keylogger also reports the title of the window in the foreground.	['T1010']
Metamorfo can enumerate all windows on the victim’s machine.	['T1010']
NETWIRE can discover and close windows on controlled systems.	['T1010']
NetTraveler reports window names along with keylogger information to provide application context.	['T1010']
PLEAD has the ability to list open windows on the compromised host.	['T1010']
PoisonIvy captures window titles.	['T1010']
PowerDuke has a command to get text of the current foreground window.	['T1010']
ROKRAT can use  the `GetForegroundWindow` and `GetWindowText` APIs to discover where the user is typing.	['T1010']
SOUNDBITE is capable of enumerating application windows.	['T1010']
The discovery modules used with Duqu can collect information on open windows.	['T1010']
Trojan.Karagany can monitor the titles of open windows to identify specific keywords.	['T1010']
WINERACK can enumerate active windows.	['T1010']
captures window titles.	['T1010', 'T1010']
njRAT gathers information about opened windows during the initial infection.	['T1010']
A Threat Group-3390 tool can read and decrypt stored Registry values.	['T1012']
"A variant of HOPLIGHT hooks lsass.exe, and lsass.exe then checks the Registry for the data value 'rdpproto' under the key ""SYSTEM\CurrentControlSet\Control\Lsa Name""."	['T1012']
ADVSTORESHELL can enumerate registry keys.	['T1012']
APT32's backdoor can query the Windows Registry to gather system information.	['T1012']
APT39 has used various strains of malware to query the Registry.	['T1012']
Attor has opened the registry and performed query searches.	['T1012']
BACKSPACE is capable of enumerating and making modifications to an infected system's Registry.	['T1012']
"BabyShark has executed the ""reg query"" command for ""HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default""."	['T1012']
Bankshot searches for certain Registry keys to be configured before executing the payload.	['T1012']
"Bazar can query ""Windows\CurrentVersion\Uninstall"" for installed applications."	['T1012']
"BendyBear can query the host's Registry key at ""HKEY_CURRENT_USER\Console\QuickEdit"" to retrieve data."	['T1012']
Brave Prince gathers information about the Registry.	['T1012']
Bumblebee can check the Registry for specific keys.	['T1012']
CHOPSTICK provides access to the Windows Registry, which can be used to gather information.	['T1012']
